title,url,image,date,description,tags
"The Partisanship Compass: Using AI and a ""Biased Surfer"" to Chart Japan's Media Landscape",https://www.patreon.com/posts/partisanship-ai-133450983,images/blog/mediamap.png,2025/07/06,An in-depth look at how we used a 'Biased Surfer' AI model to chart the political landscape of Japan's news ecosystem.,Media Analysis; Japan; News; Partisanship; Polarization
